Model,Config ID,Scale Numeric,Parameters JSON,CV Accuracy Mean,CV Accuracy Std,CV Precision Mean,CV Precision Std,CV Recall Mean,CV Recall Std,CV Specificity Mean,CV Specificity Std,CV F1 Mean,CV F1 Std,CV ROC-AUC Mean,CV ROC-AUC Std,CV PR-AUC Mean,CV PR-AUC Std,CV Fit Time Mean (s),Full Fit Time (s),Test Accuracy,Test Precision,Test Recall,Test Specificity,Test F1,Test ROC-AUC,Test PR-AUC,Test TN,Test FP,Test FN,Test TP
Logistic Regression,logistic_001,True,"{""C"": 0.01}",0.999625,0.0005590169943749,1.0,0.0,0.9987012987012986,0.0019359895909088,1.0,0.0,0.9993494757968804,0.000969963322784,1.0,0.0,1.0,0.0,0.1444217205047607,0.0855076999869197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Logistic Regression,logistic_002,False,"{""C"": 0.01}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1627289295196533,0.0802805999992415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Logistic Regression,logistic_003,True,"{""C"": 0.1}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2016024589538574,0.065918700012844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Logistic Regression,logistic_004,False,"{""C"": 0.1}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0578976154327392,0.0262350999983027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Logistic Regression,logistic_005,True,"{""C"": 1.0}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0197338104248046,0.0292577000218443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Logistic Regression,logistic_006,False,"{""C"": 1.0}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.021340799331665,0.0358208000543527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Logistic Regression,logistic_007,True,"{""C"": 10.0}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0228742599487304,0.02945329999784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Logistic Regression,logistic_008,False,"{""C"": 10.0}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0228882789611816,0.0220591000397689,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
k-NN,knn_001,True,"{""metric"": ""euclidean"", ""n_neighbors"": 69, ""weights"": ""uniform""}",0.997,0.0012808688457449,1.0,0.0,0.9896103896103896,0.0044359094224933,1.0,0.0,0.9947740680720136,0.0022425141239748,1.0,0.0,1.0,0.0,0.0341834068298339,0.0231804000213742,0.998,1.0,0.9930675909878682,1.0,0.9965217391304348,1.0,1.0,1423,0,4,573
k-NN,knn_002,False,"{""metric"": ""euclidean"", ""n_neighbors"": 69, ""weights"": ""uniform""}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0315457344055175,0.013533399964217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
k-NN,knn_003,True,"{""metric"": ""manhattan"", ""n_neighbors"": 69, ""weights"": ""uniform""}",0.98875,0.003365728004459,1.0,0.0,0.961038961038961,0.0116562008812435,1.0,0.0,0.9801036234269056,0.0060623694616526,0.999999809797701,4.253052703875941e-07,0.9999990650098642,2.0907015020478204e-06,0.0327697277069091,0.0154426000081002,0.993,1.0,0.975736568457539,1.0,0.987719298245614,1.0,1.0,1423,0,14,563
k-NN,knn_004,False,"{""metric"": ""manhattan"", ""n_neighbors"": 69, ""weights"": ""uniform""}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0232171058654785,0.012950100004673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
k-NN,knn_005,True,"{""metric"": ""mahalanobis"", ""n_neighbors"": 69, ""weights"": ""uniform""}",0.849,0.0095667882541634,1.0,0.0,0.477056277056277,0.0331317342135531,1.0,0.0,0.6454108059166924,0.0303529009627605,0.9994986267394002,0.0004287540168722,0.9986499822419734,0.0010294127185985,0.0306580543518066,0.0361724999966099,0.8725,1.0,0.5580589254766031,1.0,0.7163515016685206,0.9998367985229047,0.9995100033852486,1423,0,255,322
k-NN,knn_006,False,"{""metric"": ""mahalanobis"", ""n_neighbors"": 69, ""weights"": ""uniform""}",0.8551249999999999,0.011502377471636,1.0,0.0,0.4982683982683982,0.0398350734948433,1.0,0.0,0.6643674339093734,0.035651275925912,0.9994980561325024,0.0005817273654559,0.9987353375394168,0.001218835705898,0.0178280353546142,0.0210952999768778,0.873,1.0,0.5597920277296361,1.0,0.7177777777777777,0.9998684644811472,0.9996025599823478,1423,0,254,323
k-NN,knn_007,True,"{""metric"": ""euclidean"", ""n_neighbors"": 79, ""weights"": ""uniform""}",0.996875,0.0014657549249448,1.0,0.0,0.9891774891774892,0.0050762075322764,1.0,0.0,0.994554060738436,0.002568100581022,1.0,0.0,1.0,0.0,0.0141712188720703,0.0184251999598927,0.9975,1.0,0.9913344887348352,1.0,0.9956483899042646,1.0,1.0,1423,0,5,572
k-NN,knn_008,False,"{""metric"": ""euclidean"", ""n_neighbors"": 79, ""weights"": ""uniform""}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0184566020965576,0.0158979999832808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
k-NN,knn_009,True,"{""metric"": ""manhattan"", ""n_neighbors"": 79, ""weights"": ""uniform""}",0.988625,0.0034629737942987,1.0,0.0,0.9606060606060606,0.0119929828373983,1.0,0.0,0.9798767374371156,0.0062382075101238,1.0,0.0,1.0,5.551115123125783e-17,0.028782033920288,0.0169423999614082,0.993,1.0,0.975736568457539,1.0,0.987719298245614,1.0,1.0,1423,0,14,563
k-NN,knn_010,False,"{""metric"": ""manhattan"", ""n_neighbors"": 79, ""weights"": ""uniform""}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0211280345916748,0.0168799000093713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
k-NN,knn_011,True,"{""metric"": ""mahalanobis"", ""n_neighbors"": 79, ""weights"": ""uniform""}",0.845,0.009238590936934,1.0,0.0,0.4632034632034632,0.0319951201279101,1.0,0.0,0.6326136341996079,0.0298679915266024,0.999558350261338,0.0003914862820146,0.9988133436343546,0.000936437220308,0.0285256385803222,0.0462468999903649,0.861,1.0,0.5181975736568457,1.0,0.682648401826484,0.9998514135805552,0.9995584817439968,1423,0,278,299
k-NN,knn_012,False,"{""metric"": ""mahalanobis"", ""n_neighbors"": 79, ""weights"": ""uniform""}",0.8473749999999999,0.0092954962212891,1.0,0.0,0.4714285714285713,0.0321921947057631,1.0,0.0,0.6402586357565803,0.0296014139082994,0.9996291055166274,0.000330792777132,0.9989950517594594,0.000797935454552,0.0185452461242675,0.0414760999847203,0.8665,1.0,0.537261698440208,1.0,0.6989853438556933,0.9998538494234968,0.9995549160678447,1423,0,267,310
k-NN,knn_013,True,"{""metric"": ""euclidean"", ""n_neighbors"": 89, ""weights"": ""uniform""}",0.996875,0.0011692679333668,1.0,0.0,0.9891774891774892,0.0040494127562488,1.0,0.0,0.9945559686526678,0.0020477618234802,1.0,0.0,1.0,0.0,0.0145692348480224,0.0222421999787911,0.9975,1.0,0.9913344887348352,1.0,0.9956483899042646,1.0,1.0,1423,0,5,572
k-NN,knn_014,False,"{""metric"": ""euclidean"", ""n_neighbors"": 89, ""weights"": ""uniform""}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0217174530029296,0.015914799994789,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
k-NN,knn_015,True,"{""metric"": ""manhattan"", ""n_neighbors"": 89, ""weights"": ""uniform""}",0.988625,0.0034061066483596,1.0,0.0,0.9606060606060608,0.0117960403406395,1.0,0.0,0.979877749743896,0.0061320225697939,1.0,0.0,1.0,7.850462293418876e-17,0.0254557132720947,0.0186924000154249,0.9915,1.0,0.9705372616984402,1.0,0.9850483729111698,1.0,1.0,1423,0,17,560
k-NN,knn_016,False,"{""metric"": ""manhattan"", ""n_neighbors"": 89, ""weights"": ""uniform""}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0221253871917724,0.0184254999621771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
k-NN,knn_017,True,"{""metric"": ""mahalanobis"", ""n_neighbors"": 89, ""weights"": ""uniform""}",0.8383749999999999,0.0078883814879859,1.0,0.0,0.4402597402597402,0.0273190700882631,1.0,0.0,0.6109589426863334,0.0265359314374491,0.9996060910384283,0.000281917088142,0.998924626540686,0.000731867659271,0.0293790340423584,0.0173821999924257,0.8555,1.0,0.4991334488734835,1.0,0.6658959537572254,0.999903784203802,0.999707138464416,1423,0,289,288
k-NN,knn_018,False,"{""metric"": ""mahalanobis"", ""n_neighbors"": 89, ""weights"": ""uniform""}",0.841625,0.0075725656154304,1.0,0.0,0.4515151515151515,0.0262253354646943,1.0,0.0,0.6217685441083802,0.024969040697973,0.9996639125373749,0.0003000449558646,0.9990973978191366,0.0007329629185361,0.0198839664459228,0.0239057000144384,0.8575,1.0,0.5060658578856152,1.0,0.6720368239355581,0.9998940408320351,0.999692808777072,1423,0,285,292
k-NN,knn_019,True,"{""metric"": ""euclidean"", ""n_neighbors"": 99, ""weights"": ""uniform""}",0.99675,0.0012022115038544,1.0,0.0,0.9887445887445888,0.0041635030436518,1.0,0.0,0.9943369152694216,0.0021069602824004,1.0,0.0,1.0,0.0,0.0152629375457763,0.0154451000271365,0.9975,1.0,0.9913344887348352,1.0,0.9956483899042646,1.0,1.0,1423,0,5,572
k-NN,knn_020,False,"{""metric"": ""euclidean"", ""n_neighbors"": 99, ""weights"": ""uniform""}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0226560592651367,0.0203169000451453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
k-NN,knn_021,True,"{""metric"": ""manhattan"", ""n_neighbors"": 99, ""weights"": ""uniform""}",0.988375,0.0037133626943782,1.0,0.0,0.9597402597402598,0.0128601305433012,1.0,0.0,0.9794214262591752,0.0066989997843292,1.0,0.0,1.0,7.850462293418876e-17,0.0298309803009033,0.0158255000133067,0.992,1.0,0.9722703639514731,1.0,0.9859402460456942,1.0,1.0,1423,0,16,561
k-NN,knn_022,False,"{""metric"": ""manhattan"", ""n_neighbors"": 99, ""weights"": ""uniform""}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0205316066741943,0.0180660000187344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
k-NN,knn_023,True,"{""metric"": ""mahalanobis"", ""n_neighbors"": 99, ""weights"": ""uniform""}",0.8323750000000001,0.0076469969595913,1.0,0.0,0.4194805194805194,0.0264831063535632,1.0,0.0,0.5906372477075263,0.0265752826305841,0.9996871172178728,0.0002545932553925,0.9991330357072647,0.0006491678792359,0.0307480812072753,0.0157711000065319,0.8485,1.0,0.4748700173310225,1.0,0.6439482961222092,0.9999354501620444,0.9998063139691652,1423,0,303,274
k-NN,knn_024,False,"{""metric"": ""mahalanobis"", ""n_neighbors"": 99, ""weights"": ""uniform""}",0.835375,0.00864445270101,1.0,0.0,0.4298701298701298,0.0299374985316365,1.0,0.0,0.6007835512904507,0.0291393118676468,0.9997418954800326,0.000187627361895,0.9992848954844542,0.000501123184248,0.0183334827423095,0.0403898000367917,0.852,1.0,0.487001733102253,1.0,0.655011655011655,0.9999342322405737,0.9997951629503492,1423,0,296,281
k-NN,knn_025,True,"{""metric"": ""euclidean"", ""n_neighbors"": 109, ""weights"": ""uniform""}",0.996375,0.0012808688457449,1.0,0.0,0.9874458874458872,0.0044359094224932,1.0,0.0,0.99367928050173,0.0022474028407483,1.0,0.0,1.0,0.0,0.0145323753356933,0.0211760000092908,0.9975,1.0,0.9913344887348352,1.0,0.9956483899042646,1.0,1.0,1423,0,5,572
k-NN,knn_026,False,"{""metric"": ""euclidean"", ""n_neighbors"": 109, ""weights"": ""uniform""}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0195783138275146,0.0154778999858535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
k-NN,knn_027,True,"{""metric"": ""manhattan"", ""n_neighbors"": 109, ""weights"": ""uniform""}",0.987375,0.0038119876704942,1.0,0.0,0.9562770562770564,0.0132016889021444,1.0,0.0,0.9776126827578993,0.0068980333192688,0.9999996195954016,8.506105408000137e-07,0.9999990650098642,2.090701502035408e-06,0.0254085063934326,0.0165160999749787,0.9925,1.0,0.974003466204506,1.0,0.9868305531167691,1.0,1.0,1423,0,15,562
k-NN,knn_028,False,"{""metric"": ""manhattan"", ""n_neighbors"": 109, ""weights"": ""uniform""}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0210780143737792,0.0199028000351972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
k-NN,knn_029,True,"{""metric"": ""mahalanobis"", ""n_neighbors"": 109, ""weights"": ""uniform""}",0.82825,0.0080331345065298,1.0,0.0,0.4051948051948051,0.0278203792433932,1.0,0.0,0.5762616708852406,0.0282953371608737,0.9997645295536332,0.0001905189601476,0.999360685097064,0.0004858695418051,0.0291811466217041,0.0493741999962367,0.846,1.0,0.4662045060658579,1.0,0.6359338061465721,0.999951892101901,0.9998482326059704,1423,0,308,269
k-NN,knn_030,False,"{""metric"": ""mahalanobis"", ""n_neighbors"": 109, ""weights"": ""uniform""}",0.8302499999999998,0.0079254337420736,1.0,0.0,0.4121212121212122,0.0274473895829391,1.0,0.0,0.5832626731369432,0.027547334201068,0.9998004777881756,0.0001580230875303,0.9994395510404744,0.0004053512686977,0.0180251598358154,0.0156103000044822,0.8465,1.0,0.4679376083188908,1.0,0.6375442739079102,0.999954936905578,0.9998719823096518,1423,0,307,270
Perceptron,perceptron_001,True,"{""max_iter"": 200, ""penalty"": null, ""tol"": 0.001}",0.999625,0.0003423265984407,1.0,0.0,0.9987012987012986,0.0011855466612665,1.0,0.0,0.9993499458288192,0.0005934155552602,0.9999992391908034,1.701221081649678e-06,0.9999981340498584,4.1723913597386286e-06,0.1387053966522216,0.0611139999818988,0.9995,0.9982698961937716,1.0,0.999297259311314,0.9991341991341992,0.9999975641570582,0.999993997909776,1422,1,0,577
Perceptron,perceptron_002,False,"{""max_iter"": 200, ""penalty"": null, ""tol"": 0.001}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1396955490112304,0.045287900022231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Perceptron,perceptron_003,True,"{""max_iter"": 200, ""penalty"": null, ""tol"": 0.0001}",0.999625,0.0003423265984407,1.0,0.0,0.9987012987012986,0.0011855466612665,1.0,0.0,0.9993499458288192,0.0005934155552602,0.9999992391908034,1.701221081649678e-06,0.9999981340498584,4.1723913597386286e-06,0.2684466361999512,0.0686109000234864,0.9995,0.9982698961937716,1.0,0.999297259311314,0.9991341991341992,0.9999975641570582,0.999993997909776,1422,1,0,577
Perceptron,perceptron_004,False,"{""max_iter"": 200, ""penalty"": null, ""tol"": 0.0001}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0733451843261718,0.0152101999847218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Perceptron,perceptron_005,True,"{""max_iter"": 300, ""penalty"": null, ""tol"": 0.001}",0.999625,0.0003423265984407,1.0,0.0,0.9987012987012986,0.0011855466612665,1.0,0.0,0.9993499458288192,0.0005934155552602,0.9999992391908034,1.701221081649678e-06,0.9999981340498584,4.1723913597386286e-06,0.0248359203338623,0.0254830999765545,0.9995,0.9982698961937716,1.0,0.999297259311314,0.9991341991341992,0.9999975641570582,0.999993997909776,1422,1,0,577
Perceptron,perceptron_006,False,"{""max_iter"": 300, ""penalty"": null, ""tol"": 0.001}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0225305080413818,0.0229347000131383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
Perceptron,perceptron_007,True,"{""max_iter"": 300, ""penalty"": null, ""tol"": 0.0001}",0.999625,0.0003423265984407,1.0,0.0,0.9987012987012986,0.0011855466612665,1.0,0.0,0.9993499458288192,0.0005934155552602,0.9999992391908034,1.701221081649678e-06,0.9999981340498584,4.1723913597386286e-06,0.0217956066131591,0.0244929999462328,0.9995,0.9982698961937716,1.0,0.999297259311314,0.9991341991341992,0.9999975641570582,0.999993997909776,1422,1,0,577
Perceptron,perceptron_008,False,"{""max_iter"": 300, ""penalty"": null, ""tol"": 0.0001}",1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0184780120849609,0.0145216999808326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1423,0,0,577
